text|source|chunk_id
"et al. 2021; Hein and Diepold 2022), IRENE relies less on

heuristics, such as directly moving towards the goal object.

However, this also leads to lower scores on sub-tasks for

which such simple heuristics are sufficient and which, con-

sequently, allow models that employ them to perform better.

One example of this is the Instrumental Action tasks, where

models that did not learn the role of barriers during training

apply a simple heuristic – i.e. directly moving towards the

goal object – that works on the Instrumental No Barrier and

Inconsequential Barrier sub-tasks but not on the more chal-

lenging Blocking Barrier sub-task. In contrast, IRENE has

proven to be effective in handling complex tasks that cannot

be tackled by heuristics alone. This highlights the impor-

tance of training models that can truly reason, rather than

just applying shortcuts or heuristics, and resonates with the

well known problem of reward hacking in deep reinforce-

ment learning (Amodei et al. 2016). IRENE represents an

important advancement on this challenging endeavour. Our

model also obtains near-perfect or perfect scores on the Path

Control and Time Control sub-tasks, demonstrating that it

can effectively find the shortest path to an object goal. The

improved score on the Efficient Action task suggests that

IRENE can also better model rational agents’ behaviour. In

particular, in the Irrational Agent sub-task, our model can"|data_input\cureus\2.txt|840e3f8dde594de98106eb4e9209a07a
"IRENE can also better model rational agents’ behaviour. In

particular, in the Irrational Agent sub-task, our model can

distinguish between rational agents that move efficiently to-

wards their goal and irrational agents that are not as efficient.

The Irrational Agent is also the task in which the IRENE z-

scored mean is the closest to the infants’ (see Fig. 4).Our ablation studies (see Table 2) demonstrate the ef-

fectiveness of the proposed combination of GraphSAGE

for agent and world state encoding with a transformer for

task context encoding. We speculate GraphSAGE performs

well thanks to inductivity: learning an aggregator allows the

model to effectively generate embeddings for nodes which

the model only sees during the evaluation trials. In addition,

the non-sequential nature of the transformer together with

its self-attention mechanism allow it to overcome LSTM

limitations. We also performed an extensive analysis to bet-

ter understand the importance of the chosen training tasks

on evaluation performance. Our results confirm the require-

ments set by Gandhi et al. (2021) who have argued that

models have to combine knowledge from different train-

ing tasks: IRENE performs best when trained on all train-

ing tasks while training only on a subset of tasks generally

leads to a decrease in performance (see Fig. 3). Exceptions

are mainly due to a lack of knowledge of blocking barriers,

which results in the effective heuristic of ignoring them."|data_input\cureus\2.txt|735549bdc64b4041a7f31c1efb7619ed
"are mainly due to a lack of knowledge of blocking barriers,

which results in the effective heuristic of ignoring them.

Limitations and Future Work. By working on IRENE

we identified several points that we believe are crucial for fu-

ture work. First, IRENE does not perform better on all tasks

– just like the previous models we compared it to. This sug-

gests that further advances are still needed. To fully solve

the BIB tasks, it may also be necessary to learn complemen-

tary basic concepts, such as from intuitive physics. Second,

besides notable exceptions such as the BIB, advances in in-

tuitive psychology are currently slowed down by the lack

of accessible and well-maintained benchmarks. In particu-

lar, we would have liked to evaluate our model on AGENT

(Shu et al. 2021) – that covers an interesting environment

and complementary set of challenging reasoning tasks – but

AGENT does not provide any benchmark or model code.

Despite our significant efforts, re-implementing the method

and reproducing the results based solely on the information

provided in the paper turned out to be an extremely challeng-

ing task. Likely because of this also no other papers have

evaluated on AGENT to date. There is an urgent need for

the community to design and create new benchmarks to fos-

ter the development of “general neural common-sense rea-

soners”. Third, despite the general trend of designing bench-

marks to be used only for evaluation (Weihs et al. 2022), fu-"|data_input\cureus\2.txt|59816d13753347e0a5f7c98a9344679a
"soners”. Third, despite the general trend of designing bench-

marks to be used only for evaluation (Weihs et al. 2022), fu-

ture work should also explore how introducing new training

tasks allows models to learn more effectively.ConclusionIn this work we have proposed IRENE – a novel neural net-

work for reasoning about agents’ goals, preferences, and ac-

tions. IRENE sets new state-of-the-art on three out of five

tasks on the Baby Intuitions Benchmark, with improved

modelling of agents’ preferences, obstacle handling, and

distinguishing between rational and irrational agents. We

also demonstrated the effectiveness of IRENE in combin-

ing knowledge gained during training for unseen evaluation

tasks. These results are not only promising for advancing

human-like reasoning in AI systems but also shed new light

on the importance of the choice of training tasks for good

generalisation performance.AcknowledgementsM. Bortoletto and A. Bulling were funded by the European

Research Council (ERC) under the European Union’s Hori-

zon 2020 research and innovation programme under grant

agreement No 801708. L. Shi was funded by the Deutsche

Forschungsgemeinschaft (DFG, German Research Founda-

tion) under Germany’s Excellence Strategy – EXC 2075 –

390740016. The authors would like to especially thank Pavel

Denisov, Hsiu-Yu Yang, Ekta Sood, and Manuel Mager

for numerous insightful discussions, and thank Ann-Sophia"|data_input\cureus\2.txt|657d451bc96a43f79a5d6022139297c4
"Denisov, Hsiu-Yu Yang, Ekta Sood, and Manuel Mager

for numerous insightful discussions, and thank Ann-Sophia

M¨uller and Constantin Ruhdorfer for their technical support.ReferencesAguiar, A.; and Baillargeon, R. 1999. 2.5-month-old infants’

reasoning about when objects should and should not be oc-

cluded. Cognitive Psychology, 39(2): 116–157.

Amodei, D.; Olah, C.; Steinhardt, J.; Christiano, P.; Schul-

man, J.; and Man´e, D. 2016. Concrete Problems in AI

Safety. arXiv preprint arXiv:1606.06565.

Ates, T.; Atesoglu, M. S.; Yigit, C.; Kesen, I.; Kobas, M.;

Erdem, E.; Erdem, A.; Goksun, T.; and Yuret, D. 2022.

CRAFT: A Benchmark for Causal Reasoning About Forces

and inTeractions. Findings of the Association for Computa-

tional Linguistics.

Ba, J. L.; Kiros, J. R.; and Hinton, G. E. 2016. Layer Nor-

malization. arXiv preprint arXiv:1607.06450.

Baillargeon, R. 1987. Object Permanence in 3 1/2- and 4

1/2-Month-Old Infants. Developmental Psychology, 23(5):

655–664.

Baker, C.; Saxe, R.; and Tenenbaum, J. 2011. Bayesian The-

ory of Mind: Modeling Joint Belief-Desire Attribution. In

Proceedings of the Annual Meeting of the Cognitive Science

Society, volume 33.

Baker, C. L.; Jara-Ettinger, J.; Saxe, R.; and Tenenbaum,

J. B. 2017. Rational quantitative attribution of beliefs, de-

sires and percepts in human mentalizing. Nature Human

Behaviour, 1(4): 1–10.

Baron-Cohen, S. 1997. Mindblindness: An Essay on Autism

and Theory of Mind. MIT Press."|data_input\cureus\2.txt|8d9b2229f32e47ca9b64b91a90f62d44
"Behaviour, 1(4): 1–10.

Baron-Cohen, S. 1997. Mindblindness: An Essay on Autism

and Theory of Mind. MIT Press.

Battaglia, P. W.; Hamrick, J. B.; and Tenenbaum, J. B. 2013.

Simulation as an engine of physical scene understanding. In

Proceedings of the National Academy of Sciences, volume

110, 18327–18332. National Acad Sciences.

Bhagavatula, C.; Bras, R. L.; Malaviya, C.; Sakaguchi, K.;

Holtzman, A.; Rashkin, H.; Downey, D.; Yih, W.; and Choi,

In 8th In-

Y. 2020. Abductive Commonsense Reasoning.

ternational Conference on Learning Representations, ICLR

2020, Addis Ababa, Ethiopia, April 26-30, 2020. OpenRe-

view.net.

Bisk, Y.; Zellers, R.; Bras, R. L.; Gao, J.; and Choi, Y. 2020.

PIQA: Reasoning about Physical Commonsense in Natural

In The Thirty-Fourth AAAI Conference on Ar-

Language.

tificial Intelligence, AAAI 2020, The Thirty-Second Innova-

tive Applications of Artificial Intelligence Conference, IAAI

2020, The Tenth AAAI Symposium on Educational Advances

in Artificial Intelligence, EAAI 2020, New York, NY, USA,

February 7-12, 2020, 7432–7439. AAAI Press.Clarke, D.; and Roche, A. 2010. Teachers’ Extent of the

Use of Particular Task Types in Mathematics and Choices

behind That Use. Mathematics Education Research Group

of Australasia.

Clevert, D.-A. ; Unterthiner, T.; and Hochreiter, S. 2015. Fast

and Accurate Deep Network Learning by Exponential Lin-

International Conference on Learning

ear Units (ELUs).

Representations."|data_input\cureus\2.txt|4be2205b1adc45f78f038d52b55dbdf5
"and Accurate Deep Network Learning by Exponential Lin-

International Conference on Learning

ear Units (ELUs).

Representations.

Conti, C. J.; Varde, A. S.; and Wang, W. 2022. Human-

Robot Collaboration With Commonsense Reasoning in

Smart Manufacturing Contexts. IEEE Transactions on Au-

tomation Science and Engineering.

Dasgupta, A.; Duan, J.; Ang Jr, M. H.; Lin, Y.; Wang, S.-h.;

Baillargeon, R.; and Tan, C. 2021. A Benchmark for Model-

ing Violation-of-Expectation in Physical Reasoning Across

Event Categories. arXiv preprint arXiv:2111.08826.

Fukushima, K. 1975. Cognitron: A self-organizing multi-

layered neural network. Biological Cybernetics, 20(3): 121–

136.

Gandhi, K.; Stojnic, G.; Lake, B. M.; and Dillon, M. R.

2021. Baby Intuitions Benchmark (BIB): Discerning the

goals, preferences, and actions of others. Advances in Neu-

ral Information Processing Systems, 34: 9963–9976.

Gergely, G.; N´adasdy, Z.; Csibra, G.; and B´ır´o, S. 1995. Tak-

ing the intentional stance at 12 months of age. Cognition,

56(2): 165–193.

Gori, M.; Monfardini, G.; and Scarselli, F. 2005. A new

model for learning in graph domains. In IEEE International

Joint Conference on Neural Networks, volume 2, 729–734.

Hamilton, W.; Ying, Z.; and Leskovec, J. 2017.

Inductive

Representation Learning on Large Graphs. Advances in

Neural Information Processing Systems, 30.

Hein, A.; and Diepold, K. 2022. Comparing Intuitions about

Agents’ Goals, Preferences and Actions in Human Infants"|data_input\cureus\2.txt|392e44dde13a4d9f8a15d1d44f8b70ea
"Hein, A.; and Diepold, K. 2022. Comparing Intuitions about

Agents’ Goals, Preferences and Actions in Human Infants

and Video Transformers. In Shared Visual Representations

in Human and Machine Intelligence Workshop at Advances

in Neural Information Processing Systems.

Hendrycks, D.; and Gimpel, K. 2016. Gaussian Error Linear

Units (GELUs). arXiv preprint arXiv:1606.08415.

Huang, L.; Le Bras, R.; Bhagavatula, C.; and Choi, Y. 2019.

Cosmos QA: Machine Reading Comprehension with Con-

In Proceedings of the

textual Commonsense Reasoning.

2019 Conference on Empirical Methods in Natural Lan-

guage Processing and the 9th International Joint Confer-

ence on Natural Language Processing (EMNLP-IJCNLP),

2391–2401.

Jiang, Z.; Minervini, P.; Jiang, M.; and Rockt¨aschel, T. 2021.

Grid-to-Graph: Flexible Spatial Relational Inductive Biases

In Proceedings of the 20th

for Reinforcement Learning.

International Conference on Autonomous Agents and Multi

Agent Systems, 674–682.

McCarthy, J. 1989. Artificial Intelligence, Logic and For-

malizing Common Sense. In Philosophical Logic and Arti-

ficial Intelligence, 161–190. Springer.

Mota, T.; and Sridharan, M. 2019. Commonsense Reason-

ing and Knowledge Acquisition to Guide Deep Learning on

Robots. In Robotics: science and systems.Vaswani, A.; Shazeer, N.; Parmar, N.; Uszkoreit, J.; Jones,

L.; Gomez, A. N.; Kaiser, Ł.; and Polosukhin, I. 2017. At-

tention Is All You Need. Advances in Neural Information"|data_input\cureus\2.txt|f083f375579944f58454a879c7ea6e4d
"L.; Gomez, A. N.; Kaiser, Ł.; and Polosukhin, I. 2017. At-

tention Is All You Need. Advances in Neural Information

Processing Systems, 30.

Weihs, L.; Yuile, A. R.; Baillargeon, R.; Fisher, C.; Marcus,

G.; Mottaghi, R.; and Kembhavi, A. 2022. Benchmarking

Progress to Infant-Level Physical Reasoning in AI. Trans-

actions on Machine Learning Research.

Yi, K.; Gan, C.; Li, Y.; Kohli, P.; Wu, J.; Torralba, A.; and

Tenenbaum, J. B. 2020. CLEVRER: Collision Events for

Video Representation and Reasoning. International Confer-

ence on Learning Representations.

Zellers, R.; Holtzman, A.; Bisk, Y.; Farhadi, A.; and Choi,

Y. 2019. HellaSwag: Can a Machine Really Finish Your

Sentence? In Proceedings of the 57th Annual Meeting of the

Association for Computational Linguistics, 4791–4800.

Zhi-Xuan, T.; Gothoskar, N.; Pollok, F.; Gutfreund, D.;

Tenenbaum, J. B.; and Mansinghka, V. K. 2022. Solving the

Baby Intuitions Benchmark with a Hierarchically Bayesian

Theory of Mind. Robotics: Science and Systems Workshop

on Social Intelligence in Humans and Robots.Nair, V.; and Hinton, G. E. 2010. Rectified Linear Units

Improve Restricted Boltzmann Machines. In International

Conference on Machine Learning.

Needham, A.; and Baillargeon, R. 1993.

Intuitions about

support in 4.5-month-old infants. Cognition, 47(2): 121–

148.

Neimark, D.; Bar, O.; Zohar, M.; and Asselmann, D.

2021. Video Transformer Network. In Proceedings of the"|data_input\cureus\2.txt|2e4d3951a4884395a354f2d1747cbe25
"148.

Neimark, D.; Bar, O.; Zohar, M.; and Asselmann, D.

2021. Video Transformer Network. In Proceedings of the

IEEE/CVF International Conference on Computer Vision,

3163–3172.

Piloto, L.; Weinstein, A.; TB, D.; Ahuja, A.; Mirza, M.;

Wayne, G.; Amos, D.; Hung, C.-c.; and Botvinick, M. 2018.

Probing Physics Knowledge Using Tools from Develop-

mental Psychology. arXiv preprint arXiv:1804.01128.

Piloto, L. S.; Weinstein, A.; Battaglia, P.; and Botvinick, M.

2022.

Intuitive physics learning in a deep-learning model

inspired by developmental psychology. Nature Human Be-

haviour, 1–11.

Rabinowitz, N.; Perbet, F.; Song, F.; Zhang, C.; Eslami,

S. A.; and Botvinick, M. 2018. Machine Theory of Mind.

In International Conference on Machine Learning, 4218–

4227. PMLR.

Riochet, R.; Castro, M. Y.; Bernard, M.; Lerer, A.; Fergus,

R.; Izard, V.; and Dupoux, E. 2020.

IntPhys: A Frame-

work and Benchmark for Visual Intuitive Physics Reason-

IEEE Transactions on Pattern Analysis and Machine

ing.

Intelligence.

Sakaguchi, K.; Bras, R. L.; Bhagavatula, C.; and Choi,

Y. 2021. WinoGrande: An Adversarial Winograd Schema

Challenge at Scale. Communications of the ACM, 64(9):

99–106.

Sap, M.; Rashkin, H.; Chen, D.; Le Bras, R.; and Choi, Y.

2019. Social IQa: Commonsense Reasoning about Social

Interactions. In Proceedings of the 2019 Conference on Em-

pirical Methods in Natural Language Processing and the 9th

International Joint Conference on Natural Language Pro-"|data_input\cureus\2.txt|c0b80dd2f5e44ceeae98b45ab138ca77
"pirical Methods in Natural Language Processing and the 9th

International Joint Conference on Natural Language Pro-

cessing (EMNLP-IJCNLP), 4463–4473.

Schlichtkrull, M.; Kipf, T. N.; Bloem, P.; Berg, R. v. d.;

Titov, I.; and Welling, M. 2018. Modeling Relational Data

with Graph Convolutional Networks. In European Semantic

Web Conference, 593–607. Springer.

Shu, T.; Bhandwaldar, A.; Gan, C.; Smith, K.; Liu, S.; Gut-

freund, D.; Spelke, E.; Tenenbaum, J.; and Ullman, T. 2021.

AGENT: A Benchmark for Core Psychological Reasoning.

In International Conference on Machine Learning, 9614–

9625. PMLR.

Smith, K.; Mei, L.; Yao, S.; Wu, J.; Spelke, E.; Tenenbaum,

J.; and Ullman, T. 2019. Modeling Expectation Violation

in Intuitive Physics with Coarse Probabilistic Object Rep-

resentations. Advances in Neural Information Processing

Systems, 32.

Stojni´c, G.; Gandhi, K.; Yasuda, S.; Lake, B. M.; and Dillon,

M. R. 2023. Commonsense psychology in human infants

and machines. Cognition, 235: 105406."|data_input\cureus\2.txt|ca1477347c6e4bc4829ec9db748ceacc
